,rent,RegionName,RegionID
93,999.2503164146632,"Truckee, CA",395166
94,999.2503164146632,"Ukiah, CA",395175
95,999.2503164146632,"Clearlake, CA",394472
96,999.2503164146632,"Red Bluff, CA",395016
97,999.2503164146632,"Sonora, CA",753920
98,999.2503164146632,"Crescent City, CA",394508
99,1879.685455496581,"Los Angeles, CA",753899
100,2416.9864883715704,"San Francisco, CA",395057
101,1382.388071393981,"Riverside, CA",395025
102,1728.3420355375956,"San Diego, CA",395056
103,1293.9171812485629,"Sacramento, CA",395045
104,2602.6651332569013,"San Jose, CA",395059
105,1017.7036832000936,"Fresno, CA",394619
106,1033.7243594431266,"Bakersfield, CA",394357
107,1855.8368428368883,"Oxnard, CA",394952
108,1286.5169995310478,"Stockton, CA",395134
109,981.6859894960562,"Modesto, CA",394871
110,1763.635027321836,"Santa Rosa, CA",395068
111,1060.2193344516554,"Visalia, CA",395195
112,1424.982958857426,"Vallejo, CA",395183
113,1771.5937667833975,"Santa Maria, CA",753917
114,1445.459102320731,"Salinas, CA",395050
115,1659.3928127433458,"San Luis Obispo, CA",395061
116,1020.2444350374016,"Merced, CA",394851
117,2086.487733560766,"Santa Cruz, CA",395065
118,1028.6728261268106,"Chico, CA",394464
119,1002.2343447299907,"Redding, CA",395018
120,1002.2343447299907,"El Centro, CA",394559
121,1002.2343447299907,"Yuba City, CA",395246
122,1002.2343447299907,"Madera, CA",394814
123,1002.2343447299907,"Hanford, CA",394662
124,1002.2343447299907,"Napa, CA",394900
125,1002.2343447299907,"Eureka, CA",394577
126,1002.2343447299907,"Truckee, CA",395166
127,1002.2343447299907,"Ukiah, CA",395175
128,1002.2343447299907,"Clearlake, CA",394472
129,1002.2343447299907,"Red Bluff, CA",395016
130,1002.2343447299907,"Sonora, CA",753920
131,1002.2343447299907,"Crescent City, CA",394508
132,1895.125195270602,"Los Angeles, CA",753899
133,2452.6531970385,"San Francisco, CA",395057
134,1390.2664968748495,"Riverside, CA",395025
135,1740.4047501856835,"San Diego, CA",395056
136,1304.5951395027814,"Sacramento, CA",395045
137,2661.250589243161,"San Jose, CA",395059
138,1023.2220981271926,"Fresno, CA",394619
139,1039.5132206564251,"Bakersfield, CA",394357
140,1880.3198647086767,"Oxnard, CA",394952
141,1301.7036052411302,"Stockton, CA",395134
142,1002.8990641084926,"Modesto, CA",394871
143,1788.590936131083,"Santa Rosa, CA",395068
144,1064.4176801622732,"Visalia, CA",395195
145,1438.506228278477,"Vallejo, CA",395183
146,1823.6435878250843,"Santa Maria, CA",753917
147,1448.507584974495,"Salinas, CA",395050
148,1687.9558659896793,"San Luis Obispo, CA",395061
149,1021.92229877003,"Merced, CA",394851
150,2089.976727907723,"Santa Cruz, CA",395065
151,1043.3377571930632,"Chico, CA",394464
152,1004.1285783385052,"Redding, CA",395018
153,1004.1285783385052,"El Centro, CA",394559
154,1004.1285783385052,"Yuba City, CA",395246
155,1004.1285783385052,"Madera, CA",394814
156,1004.1285783385052,"Hanford, CA",394662
157,1004.1285783385052,"Napa, CA",394900
158,1004.1285783385052,"Eureka, CA",394577
159,1004.1285783385052,"Truckee, CA",395166
160,1004.1285783385052,"Ukiah, CA",395175
161,1004.1285783385052,"Clearlake, CA",394472
162,1004.1285783385052,"Red Bluff, CA",395016
163,1004.1285783385052,"Sonora, CA",753920
164,1004.1285783385052,"Crescent City, CA",394508
165,1906.9801649925876,"Los Angeles, CA",753899
166,2485.422339812527,"San Francisco, CA",395057
167,1400.5281524038137,"Riverside, CA",395025
168,1749.258911472006,"San Diego, CA",395056
169,1315.6580455843307,"Sacramento, CA",395045
170,2716.7391361477144,"San Jose, CA",395059
171,1026.362498633002,"Fresno, CA",394619
172,1037.2457537051207,"Bakersfield, CA",394357
173,1890.6743870100656,"Oxnard, CA",394952
174,1311.6717627437972,"Stockton, CA",395134
175,1018.4402444157232,"Modesto, CA",394871
176,1803.8489940088336,"Santa Rosa, CA",395068
177,1067.0351421599962,"Visalia, CA",395195
178,1453.0861789046558,"Vallejo, CA",395183
179,1840.072712450391,"Santa Maria, CA",753917
180,1455.5775978091383,"Salinas, CA",395050
181,1688.367739672601,"San Luis Obispo, CA",395061
182,1033.8188834754849,"Merced, CA",394851
183,2077.9335152364183,"Santa Cruz, CA",395065
184,1056.3583071160629,"Chico, CA",394464
185,1009.0130939836796,"Redding, CA",395018
186,1009.0130939836796,"El Centro, CA",394559
187,1009.0130939836796,"Yuba City, CA",395246
188,1009.0130939836796,"Madera, CA",394814
189,1009.0130939836796,"Hanford, CA",394662
190,1009.0130939836796,"Napa, CA",394900
191,1009.0130939836796,"Eureka, CA",394577
192,1009.0130939836796,"Truckee, CA",395166
193,1009.0130939836796,"Ukiah, CA",395175
194,1009.0130939836796,"Clearlake, CA",394472
195,1009.0130939836796,"Red Bluff, CA",395016
196,1009.0130939836796,"Sonora, CA",753920
197,1009.0130939836796,"Crescent City, CA",394508
198,1921.1630689961955,"Los Angeles, CA",753899
199,2512.5281827446524,"San Francisco, CA",395057
200,1409.6342826345804,"Riverside, CA",395025
201,1767.1488736309398,"San Diego, CA",395056
202,1322.9929082819638,"Sacramento, CA",395045
203,2753.532919790648,"San Jose, CA",395059
204,1030.1361936005765,"Fresno, CA",394619
205,1039.8563708944862,"Bakersfield, CA",394357
206,1899.069026192466,"Oxnard, CA",394952
207,1320.4634417126856,"Stockton, CA",395134
208,1033.6321031165733,"Modesto, CA",394871
209,1817.6728485638805,"Santa Rosa, CA",395068
210,1070.190311169741,"Visalia, CA",395195
211,1461.1726137958346,"Vallejo, CA",395183
212,1853.235433276599,"Santa Maria, CA",753917
213,1449.6914989494237,"Salinas, CA",395050
214,1705.3272847852668,"San Luis Obispo, CA",395061
215,1042.4378859171509,"Merced, CA",394851
216,2110.0192219619576,"Santa Cruz, CA",395065
217,1068.3293186535996,"Chico, CA",394464
218,1011.5346295328924,"Redding, CA",395018
219,1011.5346295328924,"El Centro, CA",394559
220,1011.5346295328924,"Yuba City, CA",395246
221,1011.5346295328924,"Madera, CA",394814
222,1011.5346295328924,"Hanford, CA",394662
223,1011.5346295328924,"Napa, CA",394900
224,1011.5346295328924,"Eureka, CA",394577
225,1011.5346295328924,"Truckee, CA",395166
226,1011.5346295328924,"Ukiah, CA",395175
227,1011.5346295328924,"Clearlake, CA",394472
228,1011.5346295328924,"Red Bluff, CA",395016
229,1011.5346295328924,"Sonora, CA",753920
230,1011.5346295328924,"Crescent City, CA",394508
231,1930.7852374116896,"Los Angeles, CA",753899
232,2536.07690692789,"San Francisco, CA",395057
233,1417.1962789069128,"Riverside, CA",395025
234,1778.444254643812,"San Diego, CA",395056
235,1334.829970055896,"Sacramento, CA",395045
236,2766.8681494053626,"San Jose, CA",395059
237,1033.9627997144878,"Fresno, CA",394619
238,1035.7240047732985,"Bakersfield, CA",394357
239,1902.9136117449164,"Oxnard, CA",394952
240,1334.5890298138231,"Stockton, CA",395134
241,1033.181448467923,"Modesto, CA",394871
242,1834.1085657701033,"Santa Rosa, CA",395068
243,1076.4931870293503,"Visalia, CA",395195
244,1468.65823385425,"Vallejo, CA",395183
245,1858.01187484621,"Santa Maria, CA",753917
246,1464.3342837803218,"Salinas, CA",395050
247,1724.8318330212492,"San Luis Obispo, CA",395061
248,1051.1924064476132,"Merced, CA",394851
249,2169.7697998511285,"Santa Cruz, CA",395065
250,1075.6901002921163,"Chico, CA",394464
251,1012.1314906584256,"Redding, CA",395018
252,1012.1314906584256,"El Centro, CA",394559
253,1012.1314906584256,"Yuba City, CA",395246
254,1012.1314906584256,"Madera, CA",394814
255,1012.1314906584256,"Hanford, CA",394662
256,1012.1314906584256,"Napa, CA",394900
257,1012.1314906584256,"Eureka, CA",394577
258,1012.1314906584256,"Truckee, CA",395166
259,1012.1314906584256,"Ukiah, CA",395175
260,1012.1314906584256,"Clearlake, CA",394472
261,1012.1314906584256,"Red Bluff, CA",395016
262,1012.1314906584256,"Sonora, CA",753920
263,1012.1314906584256,"Crescent City, CA",394508
264,1940.2796953188376,"Los Angeles, CA",753899
265,2553.715252863339,"San Francisco, CA",395057
266,1424.6913240032663,"Riverside, CA",395025
267,1787.0636459979823,"San Diego, CA",395056
268,1344.6655863359022,"Sacramento, CA",395045
269,2758.0279745088023,"San Jose, CA",395059
270,1039.2207685066826,"Fresno, CA",394619
271,1035.1985589617989,"Bakersfield, CA",394357
272,1910.1613388591095,"Oxnard, CA",394952
273,1337.546019062817,"Stockton, CA",395134
274,1036.511919112521,"Modesto, CA",394871
275,1831.862130059886,"Santa Rosa, CA",395068
276,1084.8075324962429,"Visalia, CA",395195
277,1474.788294593115,"Vallejo, CA",395183
278,1856.0457452312064,"Santa Maria, CA",753917
279,1454.7400697984085,"Salinas, CA",395050
280,1752.6010319833974,"San Luis Obispo, CA",395061
281,1046.1650021414398,"Merced, CA",394851
282,2199.550901100137,"Santa Cruz, CA",395065
283,1071.2495730218968,"Chico, CA",394464
284,918.4194452629912,"Redding, CA",395018
285,1012.063170665445,"El Centro, CA",394559
286,1012.063170665445,"Yuba City, CA",395246
287,1012.063170665445,"Madera, CA",394814
288,1012.063170665445,"Hanford, CA",394662
289,1012.063170665445,"Napa, CA",394900
290,1012.063170665445,"Eureka, CA",394577
291,1012.063170665445,"Truckee, CA",395166
292,1012.063170665445,"Ukiah, CA",395175
293,1012.063170665445,"Clearlake, CA",394472
294,1012.063170665445,"Red Bluff, CA",395016
295,1012.063170665445,"Sonora, CA",753920
296,1012.063170665445,"Crescent City, CA",394508
297,1945.1186903257512,"Los Angeles, CA",753899
298,2557.9492325819792,"San Francisco, CA",395057
299,1429.363921780136,"Riverside, CA",395025
300,1791.447484579298,"San Diego, CA",395056
301,1351.4515304091256,"Sacramento, CA",395045
302,2749.876716937835,"San Jose, CA",395059
303,1041.6247628076646,"Fresno, CA",394619
304,1036.1588671537286,"Bakersfield, CA",394357
305,1914.7284225840745,"Oxnard, CA",394952
306,1353.2634014664577,"Stockton, CA",395134
307,1037.8725916927729,"Modesto, CA",394871
308,1843.9967303728693,"Santa Rosa, CA",395068
309,1084.8699295462843,"Visalia, CA",395195
310,1489.3942225409012,"Vallejo, CA",395183
311,1854.6232855706749,"Santa Maria, CA",753917
312,1480.7398129265364,"Salinas, CA",395050
313,1739.143615885942,"San Luis Obispo, CA",395061
314,1055.1099549180087,"Merced, CA",394851
315,2227.26210966666,"Santa Cruz, CA",395065
316,1068.444019568645,"Chico, CA",394464
317,927.7034685136676,"Redding, CA",395018
318,1012.14154494792,"El Centro, CA",394559
319,1012.14154494792,"Yuba City, CA",395246
320,1012.14154494792,"Madera, CA",394814
321,1012.14154494792,"Hanford, CA",394662
322,1012.14154494792,"Napa, CA",394900
323,1012.14154494792,"Eureka, CA",394577
324,1012.14154494792,"Truckee, CA",395166
325,1012.14154494792,"Ukiah, CA",395175
326,1012.14154494792,"Clearlake, CA",394472
327,1012.14154494792,"Red Bluff, CA",395016
328,1012.14154494792,"Sonora, CA",753920
329,1012.14154494792,"Crescent City, CA",394508
330,1950.1089525203176,"Los Angeles, CA",753899
331,2557.627198666841,"San Francisco, CA",395057
332,1432.1282261035117,"Riverside, CA",395025
333,1789.131018297459,"San Diego, CA",395056
334,1353.4115408626978,"Sacramento, CA",395045
335,2737.93680115921,"San Jose, CA",395059
336,1047.4095409031547,"Fresno, CA",394619
337,1039.697800526705,"Bakersfield, CA",394357
338,1912.384248215105,"Oxnard, CA",394952
339,1351.907149666706,"Stockton, CA",395134
340,1044.662036154526,"Modesto, CA",394871
341,1848.4881831607029,"Santa Rosa, CA",395068
342,1086.448978810888,"Visalia, CA",395195
343,1497.378030604626,"Vallejo, CA",395183
344,1858.3768906654147,"Santa Maria, CA",753917
345,1498.702121391546,"Salinas, CA",395050
346,1713.6778600822086,"San Luis Obispo, CA",395061
347,1048.50097910824,"Merced, CA",394851
348,2223.6331704166355,"Santa Cruz, CA",395065
349,1063.072193017008,"Chico, CA",394464
350,946.3860450078184,"Redding, CA",395018
351,1007.29861468791,"El Centro, CA",394559
352,1007.29861468791,"Yuba City, CA",395246
353,1007.29861468791,"Madera, CA",394814
354,1007.29861468791,"Hanford, CA",394662
355,1007.29861468791,"Napa, CA",394900
356,1007.29861468791,"Eureka, CA",394577
357,1007.29861468791,"Truckee, CA",395166
358,1007.29861468791,"Ukiah, CA",395175
359,1007.29861468791,"Clearlake, CA",394472
360,1007.29861468791,"Red Bluff, CA",395016
361,1007.29861468791,"Sonora, CA",753920
362,1007.29861468791,"Crescent City, CA",394508
363,1956.367306921829,"Los Angeles, CA",753899
364,2553.130255196602,"San Francisco, CA",395057
365,1434.30814491594,"Riverside, CA",395025
366,1796.6288802265674,"San Diego, CA",395056
367,1355.7312950001135,"Sacramento, CA",395045
368,2740.3802733372127,"San Jose, CA",395059
369,1047.8256744724508,"Fresno, CA",394619
370,1039.3961748717334,"Bakersfield, CA",394357
371,1902.0845105995616,"Oxnard, CA",394952
372,1358.979957323009,"Stockton, CA",395134
373,1046.105369244944,"Modesto, CA",394871
374,1872.0373424244872,"Santa Rosa, CA",395068
375,1090.471840448709,"Visalia, CA",395195
376,1505.438327470372,"Vallejo, CA",395183
377,1860.722337744383,"Santa Maria, CA",753917
378,1545.6244590443264,"Salinas, CA",395050
379,1701.9869138230863,"San Luis Obispo, CA",395061
380,1061.223769072064,"Merced, CA",394851
381,2241.348885753926,"Santa Cruz, CA",395065
382,1059.1078955839366,"Chico, CA",394464
383,937.515227330082,"Redding, CA",395018
384,1006.9751954942976,"El Centro, CA",394559
385,1116.185772955458,"Yuba City, CA",395246
386,1006.9751954942976,"Madera, CA",394814
387,1006.9751954942976,"Hanford, CA",394662
388,1006.9751954942976,"Napa, CA",394900
389,1006.9751954942976,"Eureka, CA",394577
390,1006.9751954942976,"Truckee, CA",395166
391,1006.9751954942976,"Ukiah, CA",395175
392,1006.9751954942976,"Clearlake, CA",394472
393,1006.9751954942976,"Red Bluff, CA",395016
394,1006.9751954942976,"Sonora, CA",753920
395,1006.9751954942976,"Crescent City, CA",394508
396,1966.0645273655612,"Los Angeles, CA",753899
397,2565.958985612602,"San Francisco, CA",395057
398,1436.5124525206002,"Riverside, CA",395025
399,1801.702868065222,"San Diego, CA",395056
400,1364.2094232505544,"Sacramento, CA",395045
401,2739.96518762092,"San Jose, CA",395059
402,1044.0910824911125,"Fresno, CA",394619
403,1040.553182429776,"Bakersfield, CA",394357
404,1904.562357737505,"Oxnard, CA",394952
405,1359.11889223426,"Stockton, CA",395134
406,1045.76814925809,"Modesto, CA",394871
407,1892.211614959848,"Santa Rosa, CA",395068
408,1087.633236286974,"Visalia, CA",395195
409,1511.250182524149,"Vallejo, CA",395183
410,1863.6919798683664,"Santa Maria, CA",753917
411,1569.3715617599446,"Salinas, CA",395050
412,1719.8193788509652,"San Luis Obispo, CA",395061
413,1059.1478521873437,"Merced, CA",394851
414,2248.4494181411055,"Santa Cruz, CA",395065
415,1057.9088824559428,"Chico, CA",394464
416,944.7527663820424,"Redding, CA",395018
417,1001.91823684748,"El Centro, CA",394559
418,1118.2096175019162,"Yuba City, CA",395246
419,1001.91823684748,"Madera, CA",394814
420,1001.91823684748,"Hanford, CA",394662
421,1001.91823684748,"Napa, CA",394900
422,1001.91823684748,"Eureka, CA",394577
423,1001.91823684748,"Truckee, CA",395166
424,1001.91823684748,"Ukiah, CA",395175
425,1001.91823684748,"Clearlake, CA",394472
426,1001.91823684748,"Red Bluff, CA",395016
427,1001.91823684748,"Sonora, CA",753920
428,1001.91823684748,"Crescent City, CA",394508
429,1978.4355238761943,"Los Angeles, CA",753899
430,2581.329660766852,"San Francisco, CA",395057
431,1445.715584308727,"Riverside, CA",395025
432,1812.0031779276803,"San Diego, CA",395056
433,1371.4570915451477,"Sacramento, CA",395045
434,2753.9618800814055,"San Jose, CA",395059
435,1046.5226491185765,"Fresno, CA",394619
436,1040.442790366743,"Bakersfield, CA",394357
437,1906.735211961855,"Oxnard, CA",394952
438,1375.2085253232844,"Stockton, CA",395134
439,1057.6509065133937,"Modesto, CA",394871
440,1905.8977232286784,"Santa Rosa, CA",395068
441,1086.977838321597,"Visalia, CA",395195
442,1510.4897130795057,"Vallejo, CA",395183
443,1874.9914501187864,"Santa Maria, CA",753917
444,1566.3946129667618,"Salinas, CA",395050
445,1760.9983251742394,"San Luis Obispo, CA",395061
446,1076.5165701040685,"Merced, CA",394851
447,2280.938775436006,"Santa Cruz, CA",395065
448,1066.5688310675196,"Chico, CA",394464
449,948.8101325908068,"Redding, CA",395018
450,1005.7199765729251,"El Centro, CA",394559
451,1126.0800826062864,"Yuba City, CA",395246
452,1005.7199765729251,"Madera, CA",394814
453,1005.7199765729251,"Hanford, CA",394662
454,1005.7199765729251,"Napa, CA",394900
455,1005.7199765729251,"Eureka, CA",394577
456,1005.7199765729251,"Truckee, CA",395166
457,1005.7199765729251,"Ukiah, CA",395175
458,1005.7199765729251,"Clearlake, CA",394472
459,1005.7199765729251,"Red Bluff, CA",395016
460,1005.7199765729251,"Sonora, CA",753920
461,1005.7199765729251,"Crescent City, CA",394508
462,1991.076697207468,"Los Angeles, CA",753899
463,2590.167189146725,"San Francisco, CA",395057
464,1453.0069378540438,"Riverside, CA",395025
465,1822.1851183809483,"San Diego, CA",395056
466,1379.3251318980083,"Sacramento, CA",395045
467,2769.150591825965,"San Jose, CA",395059
468,1056.6276137859527,"Fresno, CA",394619
469,1048.5925968347333,"Bakersfield, CA",394357
470,1931.6473180270216,"Oxnard, CA",394952
471,1388.601931130805,"Stockton, CA",395134
472,1082.1901506852205,"Modesto, CA",394871
473,1949.2460005689625,"Santa Rosa, CA",395068
474,1085.6023687040686,"Visalia, CA",395195
475,1527.3535336816706,"Vallejo, CA",395183
476,1925.137636367239,"Santa Maria, CA",753917
477,1553.0081105485897,"Salinas, CA",395050
478,1766.9014445665416,"San Luis Obispo, CA",395061
479,1077.816246009093,"Merced, CA",394851
480,2240.888551757016,"Santa Cruz, CA",395065
481,1075.5032029402082,"Chico, CA",394464
482,966.5551023466028,"Redding, CA",395018
483,1016.8646514263348,"El Centro, CA",394559
484,1132.9129931496414,"Yuba City, CA",395246
485,1016.8646514263348,"Madera, CA",394814
486,1016.8646514263348,"Hanford, CA",394662
487,1016.8646514263348,"Napa, CA",394900
488,1016.8646514263348,"Eureka, CA",394577
489,1016.8646514263348,"Truckee, CA",395166
490,1016.8646514263348,"Ukiah, CA",395175
491,1016.8646514263348,"Clearlake, CA",394472
492,1016.8646514263348,"Red Bluff, CA",395016
493,1016.8646514263348,"Sonora, CA",753920
494,1016.8646514263348,"Crescent City, CA",394508
495,1999.917249248143,"Los Angeles, CA",753899
496,2609.125034213814,"San Francisco, CA",395057
497,1458.57796440805,"Riverside, CA",395025
498,1832.542036411757,"San Diego, CA",395056
499,1391.733682750638,"Sacramento, CA",395045
500,2774.873589232387,"San Jose, CA",395059
501,1063.8802450363712,"Fresno, CA",394619
502,1052.3104777393698,"Bakersfield, CA",394357
503,1945.7380929391072,"Oxnard, CA",394952
504,1396.3801574745437,"Stockton, CA",395134
505,1104.74376346906,"Modesto, CA",394871
506,1952.217154351372,"Santa Rosa, CA",395068
507,1097.4540712997991,"Visalia, CA",395195
508,1543.1388334652663,"Vallejo, CA",395183
509,1962.3535315259944,"Santa Maria, CA",753917
510,1563.555579512212,"Salinas, CA",395050
511,1779.3898593097813,"San Luis Obispo, CA",395061
512,1099.8167508133583,"Merced, CA",394851
513,2237.2062136667614,"Santa Cruz, CA",395065
514,1093.0485027084503,"Chico, CA",394464
515,967.9618511317652,"Redding, CA",395018
516,1016.6030424347846,"El Centro, CA",394559
517,1134.404967255026,"Yuba City, CA",395246
518,1016.6030424347846,"Madera, CA",394814
519,1016.6030424347846,"Hanford, CA",394662
520,1961.5300934763109,"Napa, CA",394900
521,1016.6030424347846,"Eureka, CA",394577
522,1016.6030424347846,"Truckee, CA",395166
523,1016.6030424347846,"Ukiah, CA",395175
524,1016.6030424347846,"Clearlake, CA",394472
525,1016.6030424347846,"Red Bluff, CA",395016
526,1016.6030424347846,"Sonora, CA",753920
527,1016.6030424347846,"Crescent City, CA",394508
528,2013.3848160033515,"Los Angeles, CA",753899
529,2622.333643297362,"San Francisco, CA",395057
530,1464.5254856698864,"Riverside, CA",395025
531,1846.802246577982,"San Diego, CA",395056
532,1409.7366536039506,"Sacramento, CA",395045
533,2802.631015568322,"San Jose, CA",395059
534,1066.38646688811,"Fresno, CA",394619
535,1053.8248642989467,"Bakersfield, CA",394357
536,1955.697321763657,"Oxnard, CA",394952
537,1408.3357756714256,"Stockton, CA",395134
538,1114.2970581221448,"Modesto, CA",394871
539,1978.2907209312064,"Santa Rosa, CA",395068
540,1108.577475769734,"Visalia, CA",395195
541,1564.174048558804,"Vallejo, CA",395183
542,1966.9174167397784,"Santa Maria, CA",753917
543,1591.428999587182,"Salinas, CA",395050
544,1772.5911537570069,"San Luis Obispo, CA",395061
545,1115.1823414110693,"Merced, CA",394851
546,2260.4502233357107,"Santa Cruz, CA",395065
547,1095.202679863007,"Chico, CA",394464
548,958.7201641962812,"Redding, CA",395018
549,1016.1311199990168,"El Centro, CA",394559
550,1149.537307435028,"Yuba City, CA",395246
551,1016.1311199990168,"Madera, CA",394814
552,1016.1311199990168,"Hanford, CA",394662
553,1968.4920057636948,"Napa, CA",394900
554,1016.1311199990168,"Eureka, CA",394577
555,1016.1311199990168,"Truckee, CA",395166
556,1016.1311199990168,"Ukiah, CA",395175
557,1016.1311199990168,"Clearlake, CA",394472
558,1016.1311199990168,"Red Bluff, CA",395016
559,1016.1311199990168,"Sonora, CA",753920
560,1016.1311199990168,"Crescent City, CA",394508
561,2026.090091443644,"Los Angeles, CA",753899
562,2646.2207407505875,"San Francisco, CA",395057
563,1469.643042806574,"Riverside, CA",395025
564,1860.4132219981416,"San Diego, CA",395056
565,1428.0403602878332,"Sacramento, CA",395045
566,2817.8060445637875,"San Jose, CA",395059
567,1069.006828910482,"Fresno, CA",394619
568,1055.5370624413376,"Bakersfield, CA",394357
569,1966.9496841470784,"Oxnard, CA",394952
570,1429.1168464971563,"Stockton, CA",395134
571,1120.0495504647477,"Modesto, CA",394871
572,1978.0969556506227,"Santa Rosa, CA",395068
573,1118.7292462407204,"Visalia, CA",395195
574,1571.4620716894733,"Vallejo, CA",395183
575,1950.1497499133884,"Santa Maria, CA",753917
576,1620.532295283366,"Salinas, CA",395050
577,1793.0774541454202,"San Luis Obispo, CA",395061
578,1134.3721407635312,"Merced, CA",394851
579,2318.9150090022495,"Santa Cruz, CA",395065
580,1100.6128016562534,"Chico, CA",394464
581,954.951501999724,"Redding, CA",395018
582,1021.1227013386527,"El Centro, CA",394559
583,1170.886956609634,"Yuba City, CA",395246
584,1021.1227013386527,"Madera, CA",394814
585,1021.1227013386527,"Hanford, CA",394662
586,1993.4248031168695,"Napa, CA",394900
587,1021.1227013386527,"Eureka, CA",394577
588,1021.1227013386527,"Truckee, CA",395166
589,1021.1227013386527,"Ukiah, CA",395175
590,1021.1227013386527,"Clearlake, CA",394472
591,1021.1227013386527,"Red Bluff, CA",395016
592,1021.1227013386527,"Sonora, CA",753920
593,1021.1227013386527,"Crescent City, CA",394508
594,2040.3391893472171,"Los Angeles, CA",753899
595,2656.644611700149,"San Francisco, CA",395057
596,1478.8903916361746,"Riverside, CA",395025
597,1873.0308866495543,"San Diego, CA",395056
598,1437.86498166964,"Sacramento, CA",395045
599,2836.9924668456492,"San Jose, CA",395059
600,1079.6934449166772,"Fresno, CA",394619
